GEOID,year,pct_depression,pct_poor_mh_days
32019,2019,20.4,15.7
32019,2023,22.4,19.4
32021,2019,20.4,17.5
32021,2023,24.4,22.4
32023,2019,19.6,16.5
32023,2023,23.1,21.1
32027,2019,17.1,14.3
32027,2023,20.1,18.6
32029,2019,18.9,13.8
32029,2023,22.3,18.0
32031,2019,16.8,13.8
32031,2023,21.6,18.2
32033,2019,18.2,15.2
32033,2023,22.5,20.1
32510,2019,19.1,14.9
32510,2023,22.2,19.0
34001,2023,17.1,17.2
34005,2023,16.3,16.1
34009,2023,19.5,17.0
34029,2023,17.3,16.8
35001,2019,17.4,14.2
35001,2023,25.2,16.5
35003,2019,19.2,16.9
35003,2023,25.7,18.7
35005,2019,18.0,15.8
35005,2023,24.2,18.0
35006,2019,18.9,17.7
35006,2023,24.0,19.6
35007,2019,17.6,15.0
35007,2023,22.8,16.8
35009,2019,17.6,16.0
35009,2023,24.4,18.1
35011,2019,18.4,16.3
35011,2023,24.6,18.0
35013,2019,17.3,15.6
35013,2023,22.2,16.2
35015,2019,16.6,14.6
35015,2023,23.1,17.1
35017,2019,16.7,14.5
35017,2023,23.2,17.0
35019,2019,15.2,14.0
35019,2023,20.0,16.3
35021,2019,17.0,14.7
35021,2023,24.3,18.0
35023,2019,17.4,15.6
35023,2023,23.0,17.7
35025,2019,17.1,15.3
35025,2023,21.5,17.5
35027,2019,17.5,14.4
35027,2023,24.7,17.1
35028,2019,16.2,10.8
35028,2023,21.3,13.0
35031,2019,19.9,22.4
35031,2023,25.0,23.7
35033,2019,16.0,14.6
35033,2023,19.8,15.2
35035,2019,17.7,16.2
35035,2023,24.4,17.5
35037,2019,18.3,15.9
35037,2023,24.1,18.4
35039,2019,16.9,15.2
35039,2023,21.5,17.5
35041,2019,18.1,16.2
35041,2023,24.1,18.0
35043,2019,16.5,13.6
35043,2023,24.0,16.6
35047,2019,16.1,14.9
35047,2023,20.9,16.3
35049,2019,16.8,13.2
35049,2023,23.4,15.0
35051,2019,18.5,16.5
35051,2023,25.1,19.0
35053,2019,17.4,16.4
35053,2023,22.7,18.5
35055,2019,16.9,14.1
35055,2023,22.5,15.9
35057,2019,18.0,16.4
35057,2023,25.6,19.0
35059,2019,16.6,15.1
35059,2023,23.2,17.6
36105,2019,18.7,14.6
36105,2023,20.1,16.9
36111,2019,20.1,14.1
36111,2023,20.3,16.6
37019,2019,24.1,14.3
37019,2023,26.0,17.2
37023,2019,24.8,16.5
37023,2023,27.4,19.0
37027,2019,26.3,16.8
37027,2023,27.7,19.3
37031,2019,24.6,14.4
37031,2023,26.3,17.2
37039,2019,25.6,16.6
37039,2023,28.5,19.1
37043,2019,25.5,15.8
37043,2023,27.9,18.2
37055,2019,22.7,13.4
37055,2023,26.0,16.3
37075,2019,26.3,17.5
37075,2023,27.5,19.2
37093,2019,22.1,15.8
37093,2023,24.4,18.9
37095,2019,23.2,16.7
37095,2023,24.3,19.0
37111,2019,24.8,16.4
37111,2023,27.4,19.1
37113,2019,24.3,15.4
37113,2023,27.8,18.6
37115,2019,25.3,15.8
37115,2023,27.4,18.0
37127,2019,21.7,15.3
37127,2023,23.8,18.6
37131,2019,21.8,17.2
37131,2023,24.4,19.8
37137,2019,23.4,15.7
37137,2023,25.4,18.0
37153,2019,24.0,17.8
37153,2023,26.8,20.3
37161,2019,25.8,16.9
37161,2023,28.3,19.7
37165,2019,24.4,18.1
37165,2023,25.0,20.7
37171,2019,24.6,16.4
37171,2023,28.4,19.4
37173,2019,26.4,18.4
37173,2023,27.9,20.7
37177,2019,22.0,16.8
37177,2023,24.5,19.2
37189,2019,24.6,15.6
37189,2023,28.1,18.3
38007,2019,16.2,11.1
38007,2023,20.3,14.6
38015,2019,17.6,11.0
38015,2023,19.8,13.8
38021,2019,17.4,11.2
38021,2023,21.4,15.4
38025,2019,16.6,11.5
38025,2023,20.7,15.4
38031,2019,16.9,11.6
38031,2023,21.6,15.1
38033,2019,17.5,11.8
38033,2023,22.2,16.4
38053,2019,16.4,11.8
38053,2023,20.5,15.1
38061,2019,17.0,12.2
38061,2023,20.7,16.7
38085,2019,19.7,18.7
38085,2023,23.7,22.0
38087,2019,17.0,11.5
38087,2023,21.2,15.6
38105,2019,16.6,11.0
38105,2023,20.8,15.6
39029,2019,24.4,18.4
39029,2023,26.7,19.9
40001,2019,25.8,21.1
40001,2023,27.0,22.3
40003,2019,21.4,14.7
40003,2023,23.9,17.7
40005,2019,24.6,18.6
40005,2023,25.6,19.9
40007,2019,21.6,15.0
40007,2023,24.0,17.5
40009,2019,21.9,15.9
40009,2023,24.5,19.2
40011,2019,23.6,16.9
40011,2023,25.9,19.1
40015,2019,23.6,17.4
40015,2023,24.4,19.5
40019,2019,24.8,17.0
40019,2023,26.2,19.4
40021,2019,24.2,18.6
40021,2023,25.9,20.2
40023,2019,25.8,19.9
40023,2023,26.8,21.2
40025,2019,21.8,15.3
40025,2023,23.6,16.7
40029,2019,25.8,19.3
40029,2023,29.0,22.0
40031,2019,21.8,15.9
40031,2023,25.0,18.8
40033,2019,24.8,17.5
40033,2023,27.1,19.8
40037,2019,24.5,17.2
40037,2023,26.0,19.3
40039,2019,22.0,16.4
40039,2023,26.0,18.4
40043,2019,23.3,16.3
40043,2023,26.1,19.1
40045,2019,23.6,16.6
40045,2023,26.2,18.8
40049,2019,24.6,17.3
40049,2023,26.9,20.0
40055,2019,22.5,16.7
40055,2023,24.4,18.3
40057,2019,21.4,15.5
40057,2023,24.4,18.8
40059,2019,21.8,15.2
40059,2023,24.5,17.8
40061,2019,24.6,18.5
40061,2023,26.8,20.6
40063,2019,24.8,18.6
40063,2023,25.8,20.2
40065,2019,21.2,15.0
40065,2023,25.0,18.0
40067,2019,24.3,18.1
40067,2023,27.0,20.4
40069,2019,24.8,17.9
40069,2023,27.9,21.0
40071,2019,24.4,17.0
40071,2023,27.6,19.9
40075,2019,24.1,17.6
40075,2023,26.9,20.3
40077,2019,25.2,18.5
40077,2023,27.8,21.9
40079,2019,24.5,18.5
40079,2023,26.7,21.0
40081,2019,24.3,17.5
40081,2023,26.8,19.6
40085,2019,23.0,16.9
40085,2023,25.8,19.3
40089,2019,25.4,19.4
40089,2023,26.4,20.7
40091,2019,26.1,19.1
40091,2023,28.3,21.6
40093,2019,22.4,15.6
40093,2023,25.8,18.8
40097,2019,24.7,18.6
40097,2023,26.1,20.5
40099,2019,24.1,17.3
40099,2023,26.1,19.3
40101,2019,25.0,17.9
40101,2023,26.8,21.0
40103,2019,23.6,15.7
40103,2023,26.9,19.2
40105,2019,24.6,18.2
40105,2023,27.0,20.5
40107,2019,24.9,19.8
40107,2023,26.6,21.2
40109,2019,21.8,14.7
40109,2023,25.1,17.7
40111,2019,25.8,18.8
40111,2023,26.7,20.7
40113,2019,23.8,17.4
40113,2023,25.4,19.2
40115,2019,26.3,18.8
40115,2023,27.9,21.0
40117,2019,25.3,17.7
40117,2023,27.4,19.9
40119,2019,24.2,16.5
40119,2023,25.3,18.0
40121,2019,24.5,17.6
40121,2023,26.1,19.7
40123,2019,23.2,16.4
40123,2023,26.0,18.8
40125,2019,25.9,17.5
40125,2023,26.5,20.1
40127,2019,25.4,19.2
40127,2023,28.9,21.5
40129,2019,24.0,16.7
40129,2023,26.3,19.1
40131,2019,23.8,15.5
40131,2023,25.4,18.0
40133,2019,25.4,19.1
40133,2023,28.7,21.7
40135,2019,25.7,19.8
40135,2023,28.0,21.8
40137,2019,23.9,16.7
40137,2023,26.8,19.6
40139,2019,19.7,15.0
40139,2023,22.2,17.0
40141,2019,22.4,16.4
40141,2023,24.7,18.9
40143,2019,23.2,15.3
40143,2023,27.5,18.3
40145,2019,22.4,15.4
40145,2023,25.2,17.6
40147,2019,23.5,15.7
40147,2023,27.7,18.6
40149,2019,22.6,15.7
40149,2023,26.3,18.8
40151,2019,22.2,15.1
40151,2023,26.6,18.3
40153,2019,22.0,15.0
40153,2023,24.7,18.2
41001,2019,25.7,16.3
41001,2023,28.0,19.4
41013,2019,26.4,16.6
41013,2023,28.6,19.4
41015,2019,25.3,15.9
41015,2023,28.8,20.3
41017,2019,23.7,14.2
41017,2023,25.9,17.0
41019,2019,26.8,17.0
41019,2023,29.4,20.4
41021,2019,25.6,16.4
41021,2023,29.2,20.7
41023,2019,26.5,17.5
41023,2023,28.9,20.4
41025,2019,26.1,16.6
41025,2023,29.6,21.4
41027,2019,22.0,13.9
41027,2023,24.8,17.2
41029,2019,23.6,15.7
41029,2023,27.9,19.9
41031,2019,24.0,16.3
41031,2023,26.4,19.5
41033,2019,25.6,17.1
41033,2023,29.3,20.9
41035,2019,25.4,16.8
41035,2023,28.8,20.5
41037,2019,25.4,17.4
41037,2023,28.1,19.9
41039,2019,25.9,15.8
41039,2023,28.3,19.9
41045,2019,23.2,16.7
41045,2023,25.3,19.6
41047,2019,25.3,15.3
41047,2023,27.7,19.1
41049,2019,23.7,16.3
41049,2023,26.5,20.2
41055,2019,25.3,16.2
41055,2023,28.9,20.6
41059,2019,23.5,15.9
41059,2023,23.8,19.0
41061,2019,25.9,16.5
41061,2023,28.7,20.1
41063,2019,26.7,16.1
41063,2023,28.4,18.6
41065,2019,24.6,15.7
41065,2023,27.6,19.4
41069,2019,26.2,17.3
41069,2023,29.1,20.5
42069,2019,21.3,15.4
42089,2019,19.4,14.5
45001,2019,22.3,17.0
45001,2023,24.8,19.5
45013,2019,18.6,12.6
45013,2023,19.5,15.1
45015,2019,20.7,14.7
45015,2023,22.6,17.1
45017,2019,19.6,15.5
45017,2023,22.9,18.0
45019,2019,18.5,13.2
45019,2023,21.8,15.1
45043,2019,20.2,15.3
45043,2023,21.9,16.9
45045,2019,19.3,13.4
45045,2023,22.3,16.8
45053,2019,19.4,15.8
45053,2023,21.3,17.5
45059,2019,22.8,17.0
45059,2023,24.4,19.2
45063,2019,19.4,14.3
45063,2023,25.1,17.2
45069,2019,20.1,18.2
45069,2023,22.5,20.7
45077,2019,22.2,15.6
45077,2023,25.8,18.4
45079,2019,18.0,13.4
45079,2023,22.1,16.5
46007,2019,18.6,17.2
46007,2023,22.8,21.0
46009,2019,15.5,12.2
46009,2023,20.5,16.5
46017,2019,19.4,19.4
46017,2023,22.0,22.3
46019,2019,17.2,12.9
46019,2023,22.6,17.3
46033,2019,16.5,11.9
46033,2023,21.4,15.6
46041,2019,17.9,17.3
46041,2023,22.0,20.9
46047,2019,16.5,12.8
46047,2023,22.5,17.4
46063,2019,16.0,11.4
46063,2023,21.2,15.4
46071,2019,18.1,17.7
46071,2023,22.9,21.6
46081,2019,16.7,11.5
46081,2023,21.8,15.6
46093,2019,15.4,11.1
46093,2023,23.0,16.3
46103,2019,17.9,12.1
46103,2023,21.9,16.0
46107,2019,16.5,11.5
46107,2023,21.6,16.2
46119,2019,16.2,11.6
46119,2023,20.8,15.8
46121,2019,19.0,21.1
46121,2023,23.4,23.7
46129,2019,16.2,11.9
46129,2023,21.5,16.6
47001,2019,28.2,18.2
47001,2023,31.4,21.4
47007,2019,26.7,19.6
47007,2023,30.3,22.9
47009,2019,28.0,17.4
47009,2023,30.8,20.2
47013,2019,30.6,20.9
47013,2023,32.5,23.4
47019,2019,31.7,20.6
47019,2023,33.3,22.3
47023,2019,28.5,18.9
47023,2023,31.4,22.0
47029,2019,30.2,21.2
47029,2023,32.9,23.5
47035,2019,27.6,19.1
47035,2023,32.4,22.0
47039,2019,29.4,20.2
47039,2023,32.5,23.1
47049,2019,29.2,20.7
47049,2023,32.4,23.2
47053,2019,26.8,18.9
47053,2023,29.5,21.4
47057,2019,28.9,20.1
47057,2023,31.6,22.2
47059,2019,28.4,19.6
47059,2023,31.0,21.9
47061,2019,30.9,21.3
47061,2023,32.9,23.4
47067,2019,30.5,22.2
47067,2023,35.1,25.7
47083,2019,28.7,20.2
47083,2023,31.7,21.9
47107,2019,28.9,19.3
47107,2023,30.7,21.9
47115,2019,28.8,19.6
47115,2023,32.1,22.3
47123,2019,28.6,19.9
47123,2023,32.6,22.6
47129,2019,28.7,20.7
47129,2023,30.9,22.1
47139,2019,29.3,19.8
47139,2023,32.1,22.1
47155,2019,28.7,18.5
47155,2023,30.7,21.4
47173,2019,29.5,20.8
47173,2023,31.3,22.1
47175,2019,29.9,21.1
47175,2023,31.7,22.4
48001,2019,19.7,15.5
48001,2023,22.1,18.8
48003,2019,18.8,13.9
48003,2023,21.8,17.9
48007,2019,20.7,16.0
48007,2023,24.3,18.3
48009,2019,22.3,15.2
48009,2023,25.3,19.0
48011,2019,22.6,14.8
48011,2023,24.8,18.4
48017,2019,18.0,13.2
48017,2023,21.6,18.2
48021,2019,19.8,14.1
48021,2023,22.2,17.6
48023,2019,21.8,15.0
48023,2023,25.7,19.8
48025,2019,18.0,14.4
48025,2023,19.3,17.2
48031,2019,20.4,13.9
48031,2023,23.3,17.0
48033,2019,19.6,12.1
48033,2023,24.4,17.8
48037,2019,20.8,15.8
48037,2023,24.2,19.6
48039,2019,18.2,12.7
48039,2023,19.9,16.3
48041,2019,20.3,14.5
48041,2023,23.0,17.9
48043,2019,18.0,12.6
48043,2023,21.1,15.6
48045,2019,21.4,16.1
48045,2023,24.6,19.9
48047,2019,18.6,16.2
48047,2023,19.7,18.1
48049,2019,21.3,15.1
48049,2023,24.6,19.2
48053,2019,20.3,14.1
48053,2023,23.6,18.0
48055,2019,19.7,14.9
48055,2023,21.6,17.9
48057,2019,19.1,14.3
48057,2023,20.9,17.3
48059,2019,22.2,15.5
48059,2023,25.3,19.2
48061,2019,17.2,15.1
48061,2023,19.1,16.8
48063,2019,20.4,15.2
48063,2023,24.3,20.1
48065,2019,21.5,14.2
48065,2023,24.5,18.2
48069,2019,18.3,13.9
48069,2023,20.7,17.4
48071,2019,20.1,14.1
48071,2023,23.3,18.0
48075,2019,19.2,14.7
48075,2023,22.2,18.4
48077,2019,22.5,15.1
48077,2023,25.4,19.1
48079,2019,20.1,16.6
48079,2023,23.3,20.3
48081,2019,21.3,15.2
48081,2023,25.1,19.6
48083,2019,21.5,15.3
48083,2023,25.2,19.5
48087,2019,20.9,15.7
48087,2023,24.2,19.4
48089,2019,19.3,14.3
48089,2023,22.4,18.1
48093,2019,20.2,14.2
48093,2023,23.9,18.7
48097,2019,21.2,14.9
48097,2023,24.6,18.8
48099,2019,21.0,15.4
48099,2023,23.5,18.9
48101,2019,22.2,17.7
48101,2023,24.3,20.0
48103,2019,18.0,13.4
48103,2023,20.4,17.8
48105,2019,18.0,13.4
48105,2023,21.2,18.0
48109,2019,19.3,16.7
48109,2023,21.0,18.6
48111,2019,19.6,14.4
48111,2023,22.2,18.9
48117,2019,18.3,14.4
48117,2023,20.9,18.5
48119,2019,22.5,15.8
48119,2023,25.7,19.9
48125,2019,19.5,15.1
48125,2023,23.7,19.0
48129,2019,22.2,15.9
48129,2023,25.3,19.8
48131,2019,17.9,14.8
48131,2023,20.0,18.2
48133,2019,22.3,16.4
48133,2023,25.4,19.7
48135,2019,18.5,13.7
48135,2023,20.8,17.5
48137,2019,19.2,14.9
48137,2023,21.9,18.3
48139,2019,20.2,13.6
48139,2023,22.7,17.5
48143,2019,21.6,15.0
48143,2023,24.7,18.9
48151,2019,20.3,14.7
48151,2023,23.4,18.3
48153,2019,18.9,14.4
48153,2023,21.8,18.5
48155,2019,21.9,15.9
48155,2023,26.1,21.3
48161,2019,21.1,16.1
48161,2023,23.8,19.4
48163,2019,17.3,14.6
48163,2023,19.1,17.5
48165,2019,20.7,15.7
48165,2023,23.4,19.6
48167,2019,19.4,13.9
48167,2023,22.2,17.3
48169,2019,18.1,14.6
48169,2023,20.8,18.3
48173,2019,19.7,14.7
48173,2023,21.3,15.8
48175,2019,19.8,14.3
48175,2023,23.3,18.5
48179,2019,20.4,15.8
48179,2023,23.6,19.1
48189,2019,18.5,14.2
48189,2023,21.4,18.5
48191,2019,21.4,17.0
48191,2023,23.6,19.3
48195,2019,20.6,16.1
48195,2023,22.5,17.8
48197,2019,21.9,16.1
48197,2023,24.7,19.8
48201,2019,16.0,13.1
48201,2023,19.5,16.4
48205,2019,18.2,12.8
48205,2023,21.1,16.9
48207,2019,21.8,17.3
48207,2023,23.8,19.1
48211,2019,19.8,13.7
48211,2023,22.5,17.1
48213,2019,22.8,16.7
48213,2023,25.7,19.9
48219,2019,19.8,14.9
48219,2023,22.4,18.3
48221,2019,21.7,14.4
48221,2023,24.4,17.7
48223,2019,21.9,15.8
48223,2023,25.0,19.5
48225,2019,20.7,17.2
48225,2023,23.8,20.0
48227,2019,19.1,14.6
48227,2023,22.0,18.2
48233,2019,21.5,15.5
48233,2023,24.2,19.0
48235,2019,20.1,14.1
48235,2023,23.9,18.0
48237,2019,21.4,16.1
48237,2023,24.5,19.7
48239,2019,19.8,14.3
48239,2023,23.5,19.0
48243,2019,19.2,13.5
48243,2023,24.3,18.7
48245,2019,19.0,14.7
48245,2023,21.5,19.2
48247,2019,18.0,15.2
48247,2023,20.5,18.9
48249,2019,18.2,14.5
48249,2023,20.5,17.9
48251,2019,21.5,14.7
48251,2023,23.4,18.4
48253,2019,19.0,14.8
48253,2023,21.3,18.5
48257,2019,20.3,14.4
48257,2023,21.9,18.0
48261,2019,21.7,19.1
48261,2023,20.5,18.3
48263,2019,20.3,13.8
48263,2023,24.0,17.6
48267,2019,21.4,15.7
48267,2023,24.8,19.2
48269,2019,21.8,16.0
48269,2023,25.5,20.2
48271,2019,18.3,15.1
48271,2023,20.3,16.8
48273,2019,18.1,14.1
48273,2023,20.7,17.4
48275,2019,20.6,15.6
48275,2023,23.9,19.2
48279,2019,19.7,15.7
48279,2023,22.1,18.6
48281,2019,20.8,14.6
48281,2023,24.9,19.0
48283,2019,17.0,13.7
48283,2023,19.7,18.1
48295,2019,19.7,14.2
48295,2023,23.0,18.2
48299,2019,22.2,15.3
48299,2023,24.6,18.2
48303,2019,19.5,14.1
48303,2023,22.4,17.7
48305,2019,20.1,15.7
48305,2023,23.5,18.9
48307,2019,20.7,15.4
48307,2023,24.2,19.1
48311,2019,17.6,12.1
48311,2023,22.8,19.0
48313,2019,19.0,14.6
48313,2023,22.1,19.0
48317,2019,19.2,13.9
48317,2023,22.2,18.0
48319,2019,20.1,13.9
48319,2023,23.5,17.2
48321,2019,18.4,14.9
48321,2023,22.7,18.6
48327,2019,19.9,14.7
48327,2023,23.5,18.6
48329,2019,17.6,12.6
48329,2023,21.0,16.8
48333,2019,21.9,15.6
48333,2023,24.1,18.2
48335,2019,18.2,14.1
48335,2023,20.9,18.2
48337,2019,23.1,16.5
48337,2023,25.9,19.8
48341,2019,18.5,14.2
48341,2023,21.2,18.4
48345,2019,21.2,14.8
48345,2023,24.5,19.0
48353,2019,20.1,15.2
48353,2023,24.0,19.8
48357,2019,19.8,15.2
48357,2023,22.2,18.2
48359,2019,21.0,14.5
48359,2023,25.0,19.0
48361,2019,22.9,16.2
48361,2023,25.6,19.8
48363,2019,22.2,16.2
48363,2023,25.1,19.9
48367,2019,21.7,14.2
48367,2023,24.7,17.8
48369,2019,18.5,14.4
48369,2023,20.5,17.3
48371,2019,17.6,13.9
48371,2023,19.6,17.5
48375,2019,20.2,15.8
48375,2023,23.1,19.5
48377,2019,20.1,17.6
48377,2023,20.6,18.3
48379,2019,22.9,16.1
48379,2023,25.2,19.1
48381,2019,20.5,13.1
48381,2023,23.8,17.6
48383,2019,17.2,13.1
48383,2023,19.6,16.7
48385,2019,21.9,16.8
48385,2023,25.0,19.8
48389,2019,16.5,13.4
48389,2023,19.5,17.9
48391,2019,19.1,14.4
48391,2023,22.2,18.7
48393,2019,21.5,14.5
48393,2023,24.6,18.1
48399,2019,20.2,15.0
48399,2023,23.1,18.4
48411,2019,20.1,15.3
48411,2023,22.9,18.6
48413,2019,18.6,13.4
48413,2023,21.4,17.1
48415,2019,19.4,14.8
48415,2023,22.5,18.1
48417,2019,22.3,15.1
48417,2023,24.6,17.9
48421,2019,19.4,14.1
48421,2023,21.6,17.0
48425,2019,21.4,15.1
48425,2023,24.3,18.1
48427,2019,19.8,17.3
48427,2023,21.0,19.2
48429,2019,21.1,15.7
48429,2023,23.6,18.9
48431,2019,19.0,14.1
48431,2023,21.9,16.7
48433,2019,21.9,15.8
48433,2023,24.4,19.4
48435,2019,17.9,13.2
48435,2023,21.2,17.8
48437,2019,20.0,16.0
48437,2023,22.3,19.2
48441,2019,20.8,14.7
48441,2023,23.4,18.3
48443,2019,18.5,13.9
48443,2023,20.3,15.5
48447,2019,22.0,15.5
48447,2023,25.6,19.5
48449,2019,19.9,15.5
48449,2023,22.9,19.4
48451,2019,18.7,13.6
48451,2023,23.4,17.9
48455,2019,23.6,17.4
48455,2023,25.9,20.5
48457,2019,21.4,16.5
48457,2023,25.3,20.8
48465,2019,18.2,14.7
48465,2023,19.4,17.1
48469,2019,19.8,14.1
48469,2023,22.1,18.2
48471,2019,19.5,15.3
48471,2023,22.3,19.0
48475,2019,19.0,14.3
48475,2023,21.5,18.2
48479,2019,17.7,14.8
48479,2023,18.8,16.8
48483,2019,21.7,15.9
48483,2023,24.7,19.6
48487,2019,21.2,16.6
48487,2023,24.4,20.4
48489,2019,18.2,16.1
48489,2023,19.4,18.3
48495,2019,18.8,14.5
48495,2023,20.7,17.6
48501,2019,19.0,14.4
48501,2023,21.0,17.4
48503,2019,21.9,15.5
48503,2023,24.6,18.8
48505,2019,18.8,16.1
48505,2023,20.6,19.0
48507,2019,19.0,16.8
48507,2023,21.1,19.5
49001,2019,22.2,14.8
49001,2023,25.7,17.4
49003,2019,21.7,14.3
49003,2023,26.6,18.1
49005,2019,22.4,14.3
49005,2023,26.6,16.6
49009,2019,22.1,14.1
49009,2023,26.7,18.5
49011,2019,23.1,12.9
49011,2023,28.7,17.0
49013,2019,22.6,15.8
49013,2023,26.0,19.1
49015,2019,23.5,15.8
49015,2023,28.2,18.5
49017,2019,22.2,15.0
49017,2023,26.4,17.3
49019,2019,21.4,14.0
49019,2023,26.4,17.7
49021,2019,23.1,15.4
49021,2023,27.2,18.1
49023,2019,23.7,15.9
49023,2023,26.4,18.3
49025,2019,23.1,14.4
49025,2023,26.8,17.5
49027,2019,21.8,15.1
49027,2023,26.4,18.3
49029,2019,22.2,13.0
49029,2023,25.2,16.1
49033,2019,22.4,14.6
49033,2023,27.5,18.1
49035,2019,23.3,14.1
49035,2023,27.5,17.2
49037,2019,22.7,18.6
49037,2023,27.0,21.3
49039,2019,22.5,15.4
49039,2023,26.7,18.5
49041,2019,24.0,16.0
49041,2023,28.4,18.6
49043,2019,19.0,11.4
49043,2023,23.4,14.5
49045,2019,23.4,14.3
49045,2023,27.3,16.8
49047,2019,23.3,16.5
49047,2023,27.2,18.8
49049,2019,21.0,12.6
49049,2023,25.1,15.7
49051,2019,19.9,12.2
49051,2023,22.8,15.1
49053,2019,20.2,14.3
49053,2023,26.8,17.0
49057,2019,24.7,14.4
49057,2023,28.0,18.5
51009,2019,21.4,16.2
51009,2023,24.8,19.3
51015,2019,22.1,15.4
51015,2023,26.2,18.7
51023,2019,20.7,14.5
51023,2023,25.6,17.9
51051,2019,25.4,19.6
51051,2023,28.5,21.9
51071,2019,22.6,16.2
51071,2023,26.6,19.5
51105,2019,24.0,19.1
51105,2023,27.2,21.4
51125,2019,21.4,15.3
51125,2023,25.1,18.2
51143,2019,21.8,16.9
51143,2023,24.8,19.9
51163,2019,22.4,16.0
51163,2023,25.6,18.5
51165,2019,21.8,15.1
51165,2023,25.1,18.4
51167,2019,25.1,18.4
51167,2023,28.3,21.0
51169,2019,25.4,18.0
51169,2023,28.9,21.0
51173,2019,24.0,18.0
51173,2023,27.7,20.8
51185,2019,23.9,17.7
51185,2023,28.6,20.8
51195,2019,24.9,18.6
51195,2023,27.2,21.1
51520,2019,23.3,17.8
51520,2023,27.1,20.1
51640,2019,23.3,18.8
51640,2023,27.4,20.9
51720,2019,23.0,17.7
51720,2023,27.8,21.2
51750,2019,23.0,17.8
51750,2023,27.9,20.7
51790,2019,21.7,15.0
51790,2023,25.6,18.5
53001,2019,22.2,15.6
53001,2023,22.3,18.3
53003,2019,26.7,16.0
53003,2023,27.6,19.6
53005,2019,24.1,13.9
53005,2023,24.3,16.7
53007,2019,23.0,13.7
53007,2023,25.6,17.5
53013,2019,23.5,14.9
53013,2023,27.9,18.6
53017,2019,21.9,14.2
53017,2023,23.2,17.5
53019,2019,27.6,17.3
53019,2023,27.6,20.8
53021,2019,21.1,13.8
53021,2023,20.9,17.4
53023,2019,24.7,14.4
53023,2023,25.6,18.0
53025,2019,23.4,14.6
53025,2023,23.9,18.2
53031,2019,26.3,13.6
53031,2023,27.4,17.4
53033,2019,22.4,11.6
53033,2023,23.4,14.7
53037,2019,24.6,14.8
53037,2023,26.8,18.5
53039,2019,24.3,14.7
53039,2023,25.7,18.3
53041,2019,25.6,15.4
53041,2023,27.9,19.4
53043,2019,25.7,15.1
53043,2023,25.2,18.4
53045,2019,24.9,15.3
53045,2023,26.9,19.0
53047,2019,25.1,15.9
53047,2023,25.9,19.2
53051,2019,26.4,15.7
53051,2023,27.0,19.7
53057,2019,24.4,13.8
53057,2023,26.8,17.4
53063,2019,27.0,15.0
53063,2023,27.1,18.2
53065,2019,25.7,15.7
53065,2023,26.4,18.5
53071,2019,23.2,13.8
53071,2023,25.6,17.7
53073,2019,26.0,14.4
53073,2023,30.1,18.5
53075,2019,24.8,14.9
53075,2023,27.1,19.0
53077,2019,22.9,14.9
53077,2023,22.8,18.2
54005,2019,30.2,23.5
54005,2023,32.9,24.1
54011,2019,28.6,20.6
54011,2023,33.4,22.9
54019,2019,28.8,22.3
54019,2023,33.2,24.3
54031,2019,27.2,20.5
54031,2023,32.0,23.7
54039,2019,29.1,20.4
54039,2023,31.8,23.0
54043,2019,30.7,23.2
54043,2023,34.4,24.9
54045,2019,32.0,23.8
54045,2023,36.2,25.4
54047,2019,31.4,26.3
54047,2023,32.6,26.0
54059,2019,32.1,24.1
54059,2023,36.0,26.6
54063,2019,30.0,21.4
54063,2023,32.9,23.4
54067,2019,28.7,21.2
54067,2023,33.1,23.5
54071,2019,27.8,21.2
54071,2023,31.9,23.0
54079,2019,26.4,18.4
54079,2023,31.6,21.4
54081,2019,29.4,21.2
54081,2023,32.2,24.3
54099,2019,31.1,22.5
54099,2023,33.3,24.1
54109,2019,31.4,23.6
54109,2023,33.7,25.0
55081,2019,20.9,14.3
55081,2023,26.4,18.1
55135,2019,21.5,14.2
55135,2023,24.5,17.5
56001,2019,18.2,12.7
56001,2023,22.7,15.9
56003,2019,18.6,14.1
56003,2023,23.0,17.7
56005,2019,17.6,13.4
56005,2023,23.0,17.0
56007,2019,16.6,13.3
56007,2023,20.6,17.0
56009,2019,18.6,13.7
56009,2023,22.0,17.4
56011,2019,18.4,13.5
56011,2023,21.8,16.9
56013,2019,18.1,14.3
56013,2023,21.7,17.8
56015,2019,17.9,13.0
56015,2023,22.4,16.7
56017,2019,19.3,14.2
56017,2023,23.2,17.6
56019,2019,18.5,13.3
56019,2023,21.8,17.2
56021,2019,17.5,12.4
56021,2023,21.7,16.7
56023,2019,18.4,13.5
56023,2023,21.2,16.6
56025,2019,20.0,13.1
56025,2023,23.9,17.2
56027,2019,21.5,16.4
56027,2023,24.4,18.8
56029,2019,17.5,12.5
56029,2023,22.7,16.2
56031,2019,18.8,13.6
56031,2023,22.0,17.9
56033,2019,19.2,12.9
56033,2023,24.6,16.5
56035,2019,17.4,12.7
56035,2023,21.9,16.1
56037,2019,17.9,12.9
56037,2023,24.0,17.8
56039,2019,15.8,10.5
56039,2023,18.4,13.3
56041,2019,18.9,14.0
56041,2023,21.5,17.2
56043,2019,17.5,13.3
56043,2023,22.0,17.3
56045,2019,17.8,13.6
56045,2023,20.7,17.3
